AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,INTC
0.0,0.08495201050528448,0.337382307210887,0.0,0.0,0.1402400437797723,0.09935570660650571,0.3380699318975505
0.0,0.2364439703430427,0.3505781983657004,0.0,0.0,0.0770141709359808,0.006649635283025555,0.3293140250722505
0.0,0.16646188561742753,0.322787147616893,0.0,0.03768964180638748,0.022986487321039858,0.12728769002135912,0.322787147616893
0.0,0.15355144600215914,0.3083822456272186,0.0005597814381730571,0.08748951284254246,0.08214254876134025,0.04410468884846457,0.32376977648010186
0.0017563014953326651,0.17560823812701137,0.28129071618178625,0.001864403658988135,0.07711619611735737,0.12480886815563594,0.06343118126484631,0.27412409499904195
0.023057730398229663,0.224332969151956,0.3238539282791498,0.0085770881903318,0.07499068067554883,0.09330870400626495,0.027217941984709535,0.2246609573138094
0.0,0.14111380671977147,0.29830384663843423,0.0,0.11248206086079539,0.09529095672709925,0.07828440486636759,0.27452492418753205
0.009236935578548752,0.13532086845671704,0.2775315411386542,0.008457156940992864,0.08105054760715583,0.14673292551022468,0.10340322581087918,0.2382667989568274
0.05055145067989963,0.07031357244747799,0.22441087911625768,0.0002702364232781302,0.058349115854686814,0.14992086353124146,0.1461838818076059,0.30000000013955236
0.07216338300312872,0.05563054479125433,0.23749450142072281,0.05852168222542163,0.06846344348270393,0.12632214974190503,0.12212348656166311,0.2592808087732005
0.07628139967719863,0.013170287613092475,0.267986560157492,0.11130156132823368,0.09229647838914379,0.1372625999444669,0.05955704696941188,0.24214406592096072
0.0896570961556705,0.01615030287886929,0.22810535538691762,0.10551607410301472,0.07468628455219176,0.1489763459442603,0.09395645377834264,0.2429520872007332
0.1327791797708322,0.003377322939227099,0.19811426125752735,0.08590878506127148,0.09695833727262335,0.16165690610853745,0.07959075366318424,0.24161445392679692
0.14016476710020806,0.008144776910050451,0.12619808283974615,0.13774263420266913,0.08352478992879164,0.1622076766030043,0.11043500816699552,0.23158226424853467
0.1186612992683759,0.007180745911983704,0.17234538166550012,0.10332992643857059,0.10356018320940266,0.1475688877508716,0.11423533550955761,0.23311824024573782
0.14425025391494795,0.09046892700184893,0.1461944498948769,0.0792026922565574,0.09068734178318852,0.08023157759549152,0.1463997402278721,0.22256501732521666
0.17360927079026872,0.06608003848963886,0.1462746061614587,0.042034964848703976,0.09606892870420863,0.09750272587665348,0.13710232542239137,0.2413271397066763
0.14244346716362472,0.11089391892534109,0.11135873824705834,0.06283383968151303,0.07048829507965763,0.13147764662469388,0.12002245781452099,0.25048163646359034
0.14403254039011126,0.12107459548706984,0.14923534734281302,0.03613920449420979,0.10180505925548802,0.11153848695369972,0.07672374141044888,0.2594510246661595
0.08912820347153191,0.15027629992666314,0.16540465784261071,0.020647165219825056,0.09112075035839359,0.08541497936202777,0.13756514192369326,0.2604428018952546
0.08489821266928593,0.12907386855737024,0.1330055231349487,0.03230626920949254,0.10297296839162395,0.11788630063541114,0.16505994197000656,0.234796915431861
0.062107253781360325,0.14511150698565328,0.19405920838799326,0.04064543711821512,0.09633767610756189,0.08835795943358808,0.17295332725183865,0.20042763093378943
0.03556201026370321,0.14883497595714068,0.1730512446037159,0.004689459969014798,0.09653764366077519,0.12025353633799264,0.21569390911718697,0.20537722009047066
0.014768242705692984,0.12549664098554836,0.2057587585074564,0.0140348596486775,0.12194128198132478,0.1240174464735227,0.19793809094204204,0.19604467875573522
0.05250809655454171,0.10356142438543023,0.1618505081546249,0.04041771720318882,0.0920543908168171,0.12670488860426576,0.21991105620823234,0.20299191807289924
0.00988482878299273,0.19713553292661315,0.15290087280837228,0.008271041790193431,0.12688579567256125,0.0851840839874942,0.21818741656805135,0.20155042746372165
0.02833233121556902,0.18141010837091873,0.13430139207320213,0.03487622004631738,0.10713156529929559,0.06511985887639885,0.2662265395853607,0.18260198453293774
0.015448525143845057,0.15769903671584817,0.1335975294338191,0.031135591822023016,0.10639936660875823,0.10728188070360925,0.28373688089741356,0.16470118867468353
0.06431702676783688,0.15575462783197486,0.11805285656638681,0.027587873332944997,0.1067222435539335,0.10378289780974545,0.26237833703306246,0.161404137104115
0.03936015455685372,0.15887793518998783,0.14736433634117793,0.010010807770256846,0.11079139519715372,0.09128995129976765,0.3000127830117428,0.14229263663305963
0.04183049084371341,0.13981353155524376,0.1072167710844337,0.03537415803521635,0.11181816789501524,0.10626236297728031,0.30000353227121984,0.1576809853378775
0.04592096463005083,0.1519678237595448,0.10550838601232805,0.035327115609019875,0.1131490111885903,0.08623512678969304,0.3021565486402079,0.15973502337056522
0.057074564365873014,0.14025601511072472,0.12223895469798753,0.00015766799444581094,0.10746505538548118,0.10472654520325698,0.30487666409089154,0.1632045331513393
0.07535539997923901,0.11522452192175875,0.11814328011878913,0.007041397611434571,0.09870303876526987,0.1099740089051693,0.2931976489824333,0.18236070371590607
0.07742815100222838,0.1330799864997479,0.10937964436460043,0.0015487156067645154,0.09005739970233134,0.12271302119087679,0.29297782840827225,0.1728152532251784
0.06207745123372013,0.15213138586825564,0.12958391687920282,0.00827247977129794,0.10984774907101418,0.09690197655355116,0.29309928291753296,0.1480857577054252
0.09312724805606548,0.15544764944310227,0.08834512721260544,0.007854776683263155,0.10183484448949652,0.12203883340624302,0.27384438557609625,0.15750713513312783
0.10114242315406127,0.13484662622778196,0.11175600798338495,0.005536486418501601,0.10070128166394449,0.10319368880185736,0.29424051626257486,0.14858296948789357
0.09139372352395378,0.1435299727504568,0.10526103578768828,0.012599440528862794,0.09360046127755023,0.10766331750884339,0.2994748126415795,0.14647723598106516
0.05605811681463357,0.1338081425280908,0.18094081030060447,0.005281154349974723,0.09479786394068865,0.09771912477792885,0.30038537563670425,0.13100941165137475
0.08148112579925976,0.195395305651678,0.10473871457029924,0.017650180367201916,0.07138542673711962,0.11938275201758136,0.2705478485261599,0.13941864633070017
0.06627047379109643,0.20369948152888362,0.07516460945864181,0.03531461226765197,0.07446044142084746,0.10458464478878829,0.2975552939710483,0.14295044277304217
0.09463268975530084,0.16887609653974492,0.04816844855136601,0.04447162709371948,0.11164271611842239,0.11852491148954328,0.30000000000000054,0.11368351045190253
0.07015342258844551,0.18820414521025253,0.10417372260537494,0.02281708741727744,0.08205996454447742,0.11233422475153867,0.28936749500674763,0.13088993787588582
