AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,INTC
0.35272413797639307,0.14524416815565339,0.01591735852424259,0.0,0.0,0.4470566363858459,0.0,0.039057698957865004
0.3017416051008751,0.0,0.0,0.16806705341368672,0.0,0.3723332167146015,0.0,0.1578581247708366
0.284387477407697,0.12971616018773652,0.0,0.0,0.0,0.3482209637234917,0.0,0.2376753986810747
0.2269468375926989,0.15976088584050685,0.012673205188269924,0.0003646244622597872,0.003059104020024163,0.2977015610255349,0.0010957477736264782,0.298398034097079
0.28265163548898575,0.1670943334129521,0.0,0.0,0.0,0.28022961404280144,0.0026566473132593324,0.2673677697420014
0.27521230174076194,0.1794291907643772,0.0016129268757502798,2.065434882947525e-06,0.020336268493013808,0.21789166649985303,0.021619009739347536,0.2838965704520133
0.272253547707363,0.09510514314734698,0.022239508264623314,0.0,0.015940985732804853,0.1387136536437931,0.04996987265049649,0.40577728885357234
0.13185888016774536,0.1627517339279869,0.030573557608361,0.0,0.10334360680559443,0.14064629523211628,0.11914871959319258,0.31167720666500354
0.2378105655017348,0.09178902361505688,0.0,0.0,0.06109413839719988,0.06992926077918317,0.19813841681178612,0.3412385948950391
0.35422089994663475,0.11283895014842625,0.0,0.0,0.022243464368035554,0.0,0.15647578559026873,0.35422089994663475
0.18333487778864369,0.034888171954551815,0.11770124070177741,0.0,0.0,0.15504167211879155,0.11035378545271676,0.3986802519835188
0.1648432904770267,0.05245683878655349,0.0,0.0,0.0,0.13640133592743256,0.2401308019471941,0.406167732861793
0.20573109173031226,0.03949495758968141,0.14075672053790253,0.0,0.0,0.0,0.2706795890650461,0.3433376410770578
0.1531738510160799,0.08677445484279915,0.1866102584925291,0.0,0.0,0.04777991106849218,0.22158615048523114,0.30407537409486857
0.19731908482555707,0.010668648095068381,0.21605050331702935,0.0,0.0,0.0,0.24044097525606517,0.33552078850628003
0.13616166360905418,0.0,0.21155544698811898,0.0,0.0,0.0,0.2927512560351655,0.35953163336766125
0.0781962117244957,0.07709874598675369,0.10360467086712516,0.0,0.0,0.038228596379525345,0.35143588752105004,0.35143588752105004
0.07291431348738169,0.12326683924751108,0.16900725221071292,0.0,0.010151995940359915,0.0,0.2671306119689691,0.35752898714506537
0.2330332091633488,0.024212928796659063,0.14101043105352856,9.047237239953888e-05,0.00030056771563442976,0.04299825729018783,0.25738587233518423,0.3009682612730575
0.22629945506571036,0.005647521782812965,0.24022816107128692,0.0011677345184477428,0.0,0.04334641504224183,0.1827954818939642,0.30051523062553603
0.22007668825063537,0.0,0.1664565897176615,0.003995367795210675,0.0,0.14525934425694817,0.1433843191190102,0.3208276908605341
0.2527469025086754,0.0,0.27493846453592186,0.0,0.0,0.11824278401076066,0.058086916754118006,0.295984932190524
0.2080338184001661,0.0,0.2743166309606692,0.0,0.0,0.15303121600593622,0.08060376152754134,0.2840145731056871
0.28406575363187336,0.0,0.23239436414522255,0.0,0.0,0.1607123982160822,0.0,0.3228274840068219
0.23130764576254956,0.0,0.11985308271389297,0.0,0.0,0.15576505868421242,0.18353029699701623,0.3095439158423288
0.2192801196666704,0.0,0.1662720268287801,0.0,0.0,0.30326036454492217,0.3111874889596273,0.0
0.3215089773982413,0.0,0.11947544879602308,0.0025518095366543108,0.0,0.23078389005058747,0.3256798742184939,0.0
0.2957884139885672,0.0,0.21379135807287447,0.0,0.0,0.10781436253686005,0.31511093590616573,0.06749492949553251
0.28177059711850144,0.0,0.015398115303815886,0.0,0.0,0.3361349651029004,0.3361349651029004,0.03056135737188189
0.29187923880342254,0.0,0.0,0.0,0.0,0.1591820427561796,0.4330459409492156,0.11589277749118235
0.33890059548075524,0.0,0.0,0.0,0.003707792299343877,0.18212077221324413,0.46038216625834816,0.014888673748308639
0.3274480985981315,0.0,0.015307697831892605,0.0,0.025468080667927544,0.08994712751505454,0.4293141637334109,0.11251483165358286
0.23992041212111198,0.0,0.028338683384113075,0.0,0.0997518878333511,0.2630802869825037,0.3643478694898975,0.004560860189022809
0.2293146573015218,0.0,0.013620818354692196,0.015552452146541992,0.12856449910681564,0.2525573094342803,0.360390263656148,0.0
0.14743123989415222,0.0,0.0604442177807956,0.05180572279584172,0.11683323423920862,0.24845871502001568,0.37502687026998616,0.0
0.0,0.0028981694224207307,0.0,0.0,0.42034004853826085,0.15642173350105743,0.42034004853826085,0.0
0.027816345666887506,0.005256285778339916,0.0006920294805314264,0.0,0.3567367386619518,0.2527618617503376,0.3567367386619518,0.0
0.14471346451152495,0.0,0.03936064663533879,0.0035017318294541327,0.1736943224618777,0.08372913047921234,0.5259189510860207,0.02908175299657153
0.2254932523006252,0.05810519265727869,0.06363154420183481,0.0,0.18418140320878784,0.05313912022269231,0.3906458583527237,0.02480362905605745
0.08422710686244296,0.0,0.03664629414250814,0.0,0.4125673296791149,0.0539919396368192,0.4125673296791149,0.0
0.1546346367115778,0.0,0.0,0.0,0.35364532559466555,0.1584384955373492,0.33328154215640754,0.0
0.1371630259818775,0.013772215257412923,0.04887650255760285,0.0,0.3794075325464348,0.038179825424629464,0.3794075325464348,0.0031933656856076805
