0.000000	1.000000	0.000000
0.001450	1.000000	0.000026
0.002901	1.000000	0.000105
0.004351	1.000000	0.000235
0.005802	1.000000	0.000417
0.007252	1.000000	0.000649
0.008703	1.000000	0.000933
0.010153	1.000000	0.001267
0.011604	1.000000	0.001651
0.013054	1.000000	0.002084
0.014505	1.000000	0.002566
0.015955	1.000000	0.003097
0.017405	1.000000	0.003677
0.018856	1.000000	0.004305
0.020306	1.000000	0.004980
0.021757	1.000000	0.005703
0.023207	1.000000	0.006472
0.024658	1.000000	0.007288
0.026108	1.000000	0.008150
0.027559	1.000000	0.009058
0.029009	1.000000	0.010011
0.030459	1.000000	0.011009
0.031910	1.000000	0.012052
0.033360	1.000000	0.013139
0.034811	1.000000	0.014270
0.036261	1.000000	0.015444
0.037712	1.000000	0.016662
0.039162	1.000000	0.017922
0.040613	1.000000	0.019225
0.042063	1.000000	0.020569
0.043514	1.000000	0.021955
0.044964	1.000000	0.023383
0.046414	1.000000	0.024851
0.047865	1.000000	0.026360
0.049315	1.000000	0.027909
0.050766	1.000000	0.029497
0.052216	1.000000	0.031125
0.053667	1.000000	0.032792
0.055117	1.000000	0.034498
0.056568	1.000000	0.036242
0.058018	1.000000	0.038024
0.059468	1.000000	0.039843
0.060919	1.000000	0.041700
0.062369	1.000000	0.043593
0.063820	1.000000	0.045523
0.065270	1.000000	0.047489
0.066721	1.000000	0.049490
0.068171	1.000000	0.051527
0.069622	1.000000	0.053599
0.071072	1.000000	0.055706
0.072523	1.000000	0.057846
0.073973	1.000000	0.060021
0.075423	1.000000	0.062229
0.076874	1.000000	0.064471
0.078324	1.000000	0.066745
0.079775	1.000000	0.069052
0.081225	1.000000	0.071391
0.082676	1.000000	0.073761
0.084126	1.000000	0.076163
0.085577	1.000000	0.078596
0.087027	1.000000	0.081060
0.088477	1.000000	0.083554
0.089928	1.000000	0.086079
0.091378	1.000000	0.088632
0.092829	1.000000	0.091215
0.094279	1.000000	0.093828
0.095730	1.000000	0.096468
0.097180	1.000000	0.099137
0.098631	1.000000	0.101834
0.100081	1.000000	0.104558
0.101532	1.000000	0.107310
0.102982	1.000000	0.110089
0.104432	1.000000	0.112894
0.105883	1.000000	0.115725
0.107333	1.000000	0.118582
0.108784	1.000000	0.121465
0.110234	1.000000	0.124373
0.111685	1.000000	0.127306
0.113135	1.000000	0.130264
0.114586	1.000000	0.133245
0.116036	1.000000	0.136251
0.117486	1.000000	0.139280
0.118937	1.000000	0.142332
