algoritmo,run,t,corriente_real,rpm_real,torque_real,corriente_estimado,rpm_estimado,torque_estimado
PSO,1,0.0,0.9850330191461375,27.47631703149435,0.22910717882909062,0.0,0.0,0.0
PSO,1,0.004008016032064128,26.110222600958654,-1.2547207967097775,3.1197921667642228,25.55044938453294,1.2353787875974387,2.692522934819541
PSO,1,0.008016032064128256,28.466128175577413,97.60225592662522,16.590916888282578,27.15430420722049,18.720547010859796,15.700996568179054
PSO,1,0.012024048096192383,25.88697302320807,41.69573592957953,20.64769830110507,24.562308396808223,56.57570239361786,18.641729173314648
PSO,1,0.01603206412825651,25.10664051156712,58.550749697985665,3.996867750534975,24.244759841904575,79.81275095956254,3.479063230250871
PSO,1,0.02004008016032064,24.51018992731929,37.57109034038921,-4.154521701583486,24.95810641443189,76.56713331277437,-3.0393666942489364
PSO,1,0.024048096192384766,25.553004391314364,-34.28980050951576,10.589955787075427,24.86559138186581,81.94561080467327,10.355651614813802
PSO,1,0.028056112224448895,24.13308251873159,3.265534656420897,19.758109604622796,24.23882909672291,114.08309289138779,18.743970045482065
PSO,1,0.03206412825651302,24.189629091088026,61.37054373821569,8.341560557090412,24.317369688170306,142.42040443704258,7.504267416143821
PSO,1,0.03607214428857715,25.372048237469265,241.50175860413793,-3.3101229273397985,25.01696385082597,144.82493228990714,-2.4645223838605386
PSO,1,0.04008016032064128,25.133746302791383,211.68351661458647,5.485359530557297,24.888160003502286,145.94441859161745,6.307318481780288
PSO,1,0.044088176352705406,24.90179879411385,271.79148181949625,19.57916826598167,24.113437642116782,171.55023941762573,17.515034275876793
PSO,1,0.04809619238476953,24.404990241015525,110.73396375136346,12.686619726497424,24.077090363922355,203.19501112746298,11.471772554083167
PSO,1,0.052104208416833664,25.124812862108282,75.08050796739789,-0.21347655313933278,24.94508313866057,213.03835097414435,-0.32048951428215167
PSO,1,0.05611222444889779,25.48057795818495,166.92866327557306,1.8000322763496992,25.03156757320124,212.44232897424504,2.7632135085977594
PSO,1,0.06012024048096192,24.317124024672463,244.28874784983103,15.262158365499596,24.12537324969316,230.2360140046977,14.711836294504616
PSO,1,0.06412825651302605,24.485802498111187,300.69187175179366,15.936370983845231,23.77829070677054,262.19785377891304,14.571454278492634
PSO,1,0.06813627254509018,24.640784990969266,358.7097596361758,2.5779231534812603,24.6864429971688,280.23426151185043,3.368840831395619
PSO,1,0.0721442885771543,25.582268038015023,304.0918583023977,0.07419750202929712,25.17918396486733,281.54100861558703,0.6612569892456873
PSO,1,0.07615230460921843,23.915341016088515,418.27908208080555,11.146483329784326,24.32968164618475,291.73731154776004,10.607572810457542
PSO,1,0.08016032064128256,21.985470130373077,306.51058349363683,17.480576261472688,23.55051672221792,320.19351820982746,15.821317183508084
PSO,1,0.08416833667334668,24.59256809586333,282.6938367757179,8.540465553026035,24.224772830961165,345.2330775602206,7.960881061986219
PSO,1,0.08817635270541081,25.880866309746935,233.87096254149463,0.13593628848698386,25.168447155947195,352.28854903722464,0.8760761762858522
PSO,1,0.09218436873747494,24.415574957847067,295.0581963702624,5.936580252979973,24.69394152008121,357.39733567483194,6.229264128704988
PSO,1,0.09619238476953906,24.706805852896657,398.41250472135005,16.36992426494308,23.55838508903741,378.99058031479933,14.556810720222837
PSO,1,0.1002004008016032,22.779819099867133,346.49138327498923,12.382420547888072,23.66595076099966,407.4546974146466,12.108328914680621
PSO,1,0.10420841683366733,25.065683473322835,492.3508994997441,2.820836207458361,24.844332352570746,422.7233413437904,3.63173277497269
PSO,1,0.10821643286573146,25.143692216609466,530.3267363166515,2.6491312183140217,25.04115506738648,427.42083459158175,3.1889282165211266
PSO,1,0.11222444889779558,24.699125121261734,272.82746372959474,12.438562103091042,23.90078534566372,441.096569511752,11.058608574236782
PSO,1,0.11623246492985971,23.93692789896562,532.6122550342496,14.805635333120065,23.258258093814234,467.8013353072147,14.166739374507085
PSO,1,0.12024048096192384,24.395291023582256,332.5036567313449,7.541590917658909,24.187226193204975,490.6623045196701,7.984474128559946
PSO,1,0.12424849699398796,25.55712618658989,530.6312743418098,2.708144386509045,25.089284525502233,500.17044433667274,2.9403537260397514
PSO,1,0.1282565130260521,24.013091718733083,598.0587409581774,7.477676320361675,24.46822773591619,508.5084641023375,6.905563873984418
PSO,1,0.13226452905811623,22.00784608626386,536.3546448089979,13.918429351030968,23.28601981105,528.9916181826422,13.141457326552262
PSO,1,0.13627254509018036,23.244256794845633,466.4137086665347,12.40191891661425,23.4321659088158,555.2117013561364,11.867013951347849
PSO,1,0.1402805611222445,24.978349319214022,532.5537256648851,5.726429894729569,24.628414650415422,572.4944775725546,5.683125331997796
PSO,1,0.1442885771543086,25.74755082135413,563.7567616694027,5.114364914783312,24.899246501846825,581.0648856896555,4.443409944862969
PSO,1,0.14829659318637273,24.351119690007298,583.8414728803444,11.157023452833414,23.812750102496917,594.507670598197,9.732530284494004
PSO,1,0.15230460921843686,22.687734338344267,607.0572227106335,13.986565170165239,23.032268329358747,618.1321616369413,13.108062615460167
PSO,1,0.156312625250501,23.788465573975582,636.7016454481727,8.732341992527033,23.767182725432953,641.5943116612564,9.722420143654459
PSO,1,0.16032064128256512,24.462898819797566,672.8931594379729,5.729538739722965,24.77544784967079,655.7581997112646,5.235952945398387
PSO,1,0.16432865731462926,23.678263279054054,581.3666292330503,7.373070552827225,24.477221398681205,666.1303437470233,6.425520065951325
PSO,1,0.16833667334669336,22.150823883703804,669.5777568598753,12.543984980479745,23.31589134948724,683.4856388664057,11.142517427251246
PSO,1,0.1723446893787575,24.139312086880512,820.6020536781847,12.960447525334914,23.034176592633226,707.5735738126489,12.241481571182266
PSO,1,0.17635270541082163,24.026445632499858,703.7892280666374,8.693123754338686,24.00668874828536,728.4701392969947,8.519512497505696
PSO,1,0.18036072144288576,24.606357136954504,712.0501029265433,6.1937267207933635,24.66628554201795,741.8690816425823,5.824152155504873
PSO,1,0.1843687374749499,23.17932049020183,835.0669902270023,9.306131029555173,24.032858078897974,754.7082356969473,7.974941559355054
PSO,1,0.18837675350701402,23.271283408030758,594.9786707799456,12.250741204077453,23.025647793145605,774.2225039123769,11.534904841224401
PSO,1,0.19238476953907813,22.370122389830435,886.9232226509987,11.356412965057828,23.1068843617768,797.6313644131649,11.402862302688861
PSO,1,0.19639278557114226,24.277631327626686,774.8660265318088,7.502634514954318,24.06419023635833,817.0653799355771,8.194036012637833
PSO,1,0.2004008016032064,23.987770051449868,845.5869181267846,6.968178504549362,24.422314128605056,831.0855758065698,6.723970683458369
PSO,1,0.20440881763527052,23.65398477200363,856.966873368086,9.791464808805559,23.677346347044136,845.9931936472748,8.906056659174705
PSO,1,0.20841683366733466,22.478339621755413,939.4203407518525,12.122419515363775,22.87809089175441,866.3576534014402,11.439163491692323
PSO,1,0.2124248496993988,22.732826910803997,874.7669760686466,11.143730832352539,23.127861006023263,888.9402300658923,10.902556080117485
PSO,1,0.21643286573146292,24.25146898848362,863.0627488617126,9.544004882327224,23.959686734007732,907.9634634545107,8.417305117269196
PSO,1,0.22044088176352702,24.347458786732005,1020.0391459522968,8.389440065159404,24.140235504336896,923.1669147267743,7.573687473904509
PSO,1,0.22444889779559116,23.19989097438376,774.9361891433962,10.0373237108618,23.430619402412173,939.5114929966625,9.367006904865201
PSO,1,0.2284569138276553,22.91806967275117,967.7621168293905,12.332073704499546,22.795274317425452,960.0100623761441,11.19480725374322
PSO,1,0.23246492985971942,23.01065914523283,891.0378454460376,10.424110820841639,23.057164097491572,981.9914012350539,10.72559663918949
PSO,1,0.23647294589178355,23.809462633778907,951.330230046234,8.589904219632022,23.74140540838491,1001.2879775900154,8.904880305332183
PSO,1,0.24048096192384769,23.402293913196516,1166.9938438129511,9.163227327494774,23.861728683189952,1017.8045065901721,8.28849516263236
PSO,1,0.2444889779559118,22.80018563386192,1038.0872501970096,10.207568683410003,23.265403592858135,1035.114917661023,9.568340704297551
PSO,1,0.24849699398797592,22.263121978609437,1076.6536511881195,11.627541479739088,22.730773137540115,1055.451529192977,10.946034732881731
PSO,1,0.25250501002004005,22.249054666470702,955.9838333546004,10.631203711869038,22.906874565147586,1077.0660111794555,10.743148250652775
PSO,1,0.2565130260521042,23.793521850701122,1050.5291637297346,9.5647632999456,23.44846877953982,1096.959922992659,9.481907992105606
PSO,1,0.2605210420841683,23.272077437203716,1134.854894936391,9.798902547846756,23.58436906990328,1114.7681371076844,8.91001334881385
PSO,1,0.26452905811623245,21.982021513315885,1165.4447070491458,10.770287770960143,23.13958902890559,1132.8290044972252,9.683337535226322
PSO,1,0.2685370741482966,22.90473690458706,1205.3682899000944,11.38204497873797,22.668772496805165,1152.9559168663627,10.735033621134555
PSO,1,0.2725450901803607,22.474613563117536,1182.9273123412606,11.021314924035746,22.71193866951751,1174.329156090684,10.824214335350785
PSO,1,0.27655310621242485,23.37390589950994,1239.9868378623833,10.313985634242135,23.10817731900618,1194.8742013311141,10.045791607632447
PSO,1,0.280561122244489,23.640038674254725,1253.7168241740656,9.687352914368985,23.28444899475329,1213.9080605046515,9.498179758028618
PSO,1,0.28456913827655306,22.861239009175215,1109.4784022716276,10.193688340452617,23.0076305014874,1232.7164747403717,9.835209263346496
PSO,1,0.2885771543086172,23.178968510976244,1264.4630678026547,11.275742917222011,22.603238302674853,1252.7495958084132,10.585079715586417
PSO,1,0.2925851703406813,22.023070365088838,1338.2618753611268,10.559785863643526,22.511478550920188,1273.9309733983093,10.882964071352772
PSO,1,0.29659318637274545,23.200462676564893,1346.1101920469569,10.723739886109856,22.747849297244436,1295.0012671616382,10.5236120364112
PSO,1,0.3006012024048096,22.56881836271971,1297.6222804877084,10.945996314881322,22.940637551835636,1315.1391100976734,10.072733747409877
PSO,1,0.3046092184368737,22.168288005399816,1286.1258301415878,11.153917834257062,22.824083655199523,1334.797722234226,10.096457525016083
PSO,1,0.30861723446893785,22.090024598136445,1284.6861894253345,10.868552251019231,22.51609540692219,1354.978903283723,10.539273449375177
PSO,1,0.312625250501002,22.26546819210905,1377.0290713968238,11.003014134324207,22.33133899981039,1376.0423740306305,10.901872188802772
PSO,1,0.3166332665330661,22.629757532349828,1489.045635375798,11.275968846592885,22.401932408800942,1397.4377262001906,10.865806462639695
PSO,1,0.32064128256513025,21.977215513425044,1288.4461069652607,10.834995695895257,22.55461489693026,1418.4657619935203,10.59746064652811
PSO,1,0.3246492985971944,22.960778472014585,1402.0371290651044,10.99702857852916,22.554867776178554,1439.0452972768678,10.47399806286447
PSO,1,0.3286573146292585,22.50955254614205,1388.8334553663244,11.631150415078277,22.36925346197373,1459.6757433851355,10.646997827307738
PSO,1,0.33266533066132264,21.318079805811,1548.672320566655,11.12359661127664,22.164578668924985,1480.805891484703,10.933569449500688
PSO,1,0.3366733466933867,23.059039540506095,1474.2790525092926,11.329913781739178,22.099529453674613,1502.3875741949792,11.074298076445883
PSO,1,0.34068136272545085,23.319956756129343,1501.893810632928,11.08467930752211,22.15811134480907,1524.0294721616174,11.011657375575473
PSO,1,0.344689378757515,22.83851473367001,1541.6388751286743,11.00651903808183,22.198151208317107,1545.4611710326635,10.902197796006195
PSO,1,0.3486973947895791,21.927381687499196,1610.8761606689661,11.216110027509844,22.12207808172466,1566.7731735772657,10.91368215742526
PSO,1,0.35270541082164325,21.312527610319655,1572.6949978523844,11.98819187561243,21.965318467957292,1588.2489104786798,11.059518421754833
PSO,1,0.3567134268537074,22.46248634047327,1404.341104378745,11.793567890005148,21.834966071630937,1610.0496528516421,11.222263983763911
PSO,1,0.3607214428857715,21.643794866473065,1684.2334946086576,11.410131283325528,21.790110553430928,1632.0906188574015,11.29655868254633
PSO,1,0.36472945891783565,22.50763343424915,1698.9457921657472,11.684934910508014,21.793297395198508,1654.1792899595514,11.284868841180339
PSO,1,0.3687374749498998,21.84142979869177,1673.9215299994005,11.164124119865438,21.767378304031922,1676.21975031277,11.268183798568897
PSO,1,0.3727454909819639,22.154950650863512,1634.2638959554993,11.631676586449439,21.67770929126967,1698.276725768049,11.312028507243054
