algoritmo,run,t,corriente_real,rpm_real,torque_real,corriente_estimado,rpm_estimado,torque_estimado
target,0,0.0,0.0,0.0,0.0,0.9850330191461375,27.47631703149435,0.22910717882909062
target,0,0.004008016032064128,25.886777948654508,1.2035285754355969,2.752011770763741,26.110222600958654,-1.2547207967097775,3.1197921667642228
target,0,0.008016032064128256,27.91960854783483,18.895642256530152,16.76494899774638,28.466128175577413,97.60225592662522,16.590916888282578
target,0,0.012024048096192383,24.635675804823872,58.51006130911871,20.604546599124266,25.88697302320807,41.69573592957953,20.64769830110507
target,0,0.01603206412825651,24.063810751059755,83.49419198884168,3.9028890432428933,25.10664051156712,58.550749697985665,3.996867750534975
target,0,0.02004008016032064,25.055894244291434,79.30028728906741,-4.237549760596697,24.51018992731929,37.57109034038921,-4.154521701583486
target,0,0.024048096192384766,25.02248245725144,82.91684392859644,10.36710789631748,25.553004391314364,-34.28980050951576,10.589955787075427
target,0,0.028056112224448895,24.21759919886289,115.81539886171632,20.50732290974407,24.13308251873159,3.265534656420897,19.758109604622796
target,0,0.03206412825651302,24.247265689824687,146.02215565248022,8.361886559126695,24.189629091088026,61.37054373821569,8.341560557090412
target,0,0.03607214428857715,25.14277324858033,148.0723873601043,-3.4086265068527077,25.372048237469265,241.50175860413793,-3.3101229273397985
target,0,0.04008016032064128,25.053313500378504,147.4128848240236,5.897586596347994,25.133746302791383,211.68351661458647,5.485359530557297
target,0,0.044088176352705406,24.089743853395987,173.08296999070905,18.889333935854268,24.90179879411385,271.79148181949625,19.57916826598167
target,0,0.04809619238476953,23.98003273349075,206.3732848653774,12.62004261749084,24.404990241015525,110.73396375136346,12.686619726497424
target,0,0.052104208416833664,25.056870485497658,216.40784751595427,-0.8577414715841442,25.124812862108282,75.08050796739789,-0.21347655313933278
target,0,0.05611222444889779,25.232728204044374,214.3140304106869,2.1257996451705026,25.48057795818495,166.92866327557306,1.8000322763496992
target,0,0.06012024048096192,24.13080289261743,231.6667254600578,15.63604851816679,24.317124024672463,244.28874784983103,15.262158365499596
target,0,0.06412825651302605,23.651520440869742,264.8909544020246,15.843958677108342,24.485802498111187,300.69187175179366,15.936370983845231
target,0,0.06813627254509018,24.75534375926316,283.4759593631394,3.269695405427474,24.640784990969266,358.7097596361758,2.5779231534812603
target,0,0.0721442885771543,25.407453484433752,283.6834535051938,-0.01438786855597516,25.582268038015023,304.0918583023977,0.07419750202929712
target,0,0.07615230460921843,24.39226139016207,293.17309120188526,11.106420165861621,23.915341016088515,418.27908208080555,11.146483329784326
target,0,0.08016032064128256,23.411039656067004,322.4914196682763,17.06202980901975,21.985470130373077,306.51058349363683,17.480576261472688
target,0,0.08416833667334668,24.22759258937772,348.2436885846727,8.251572773387059,24.59256809586333,282.6938367757179,8.540465553026035
target,0,0.08817635270541081,25.39817190401222,354.5654244311431,0.3079749186826856,25.880866309746935,233.87096254149463,0.13593628848698386
target,0,0.09218436873747494,24.82999409479994,358.87734769267774,6.388848672291903,24.415574957847067,295.0581963702624,5.936580252979973
target,0,0.09619238476953906,23.439392640869215,381.03088421212647,15.664298810441244,24.706805852896657,398.41250472135005,16.36992426494308
target,0,0.1002004008016032,23.591925506271238,410.29250810409474,12.708843964950091,22.779819099867133,346.49138327498923,12.382420547888072
target,0,0.10420841683366733,25.040132275507123,425.10226602457,3.2516873965916924,25.065683473322835,492.3508994997441,2.820836207458361
target,0,0.10821643286573146,25.248214212993425,428.935893104844,3.096190562924335,25.143692216609466,530.3267363166515,2.6491312183140217
target,0,0.11222444889779558,23.843233208158814,442.93983450412446,11.978130714302553,24.699125121261734,272.82746372959474,12.438562103091042
target,0,0.11623246492985971,23.11644946552674,470.5820399842618,15.019469401967404,23.93692789896562,532.6122550342496,14.805635333120065
target,0,0.12024048096192384,24.308769594163206,493.28457393462156,7.852185693566635,24.395291023582256,332.5036567313449,7.541590917658909
target,0,0.12424849699398796,25.34596319629478,501.8077034592678,2.6514036578280287,25.55712618658989,530.6312743418098,2.708144386509045
target,0,0.1282565130260521,24.508824329696676,510.1254243504064,7.562956359004074,24.013091718733083,598.0587409581774,7.477676320361675
target,0,0.13226452905811623,23.113907326378776,531.6986324108134,14.197866341439465,22.00784608626386,536.3546448089979,13.918429351030968
target,0,0.13627254509018036,23.438528215210074,558.2824468960166,12.091205870280247,23.244256794845633,466.4137086665347,12.40191891661425
target,0,0.1402805611222445,24.89104527892921,574.5817643350077,5.2874230407355265,24.978349319214022,532.5537256648851,5.726429894729569
target,0,0.1442885771543086,25.060566137234787,582.5402580560792,4.708324504225621,25.74755082135413,563.7567616694027,5.114364914783312
target,0,0.14829659318637273,23.679720195929985,596.9248049005448,10.84098281140703,24.351119690007298,583.8414728803444,11.157023452833414
target,0,0.15230460921843686,22.904014600786443,621.6231635205484,13.82064683980192,22.687734338344267,607.0572227106335,13.986565170165239
target,0,0.156312625250501,23.957269063155525,644.5901175081642,9.464169333527815,23.788465573975582,636.7016454481727,8.732341992527033
target,0,0.16032064128256512,25.04840258632446,657.5674513354045,5.041655619210565,24.462898819797566,672.8931594379729,5.729538739722965
target,0,0.16432865731462926,24.47119017779287,668.129992517476,7.2486235376823265,23.678263279054054,581.3666292330503,7.373070552827225
target,0,0.16833667334669336,23.103591799685603,686.952332547672,12.293369231438659,22.150823883703804,669.5777568598753,12.543984980479745
target,0,0.1723446893787575,23.050014378888125,711.6062592743401,12.500981662546161,24.139312086880512,820.6020536781847,12.960447525334914
target,0,0.17635270541082163,24.31103142070098,731.4028786544341,8.102452185566618,24.026445632499858,703.7892280666374,8.693123754338686
target,0,0.18036072144288576,24.850974397271514,743.9130448914068,6.02130869437334,24.606357136954504,712.0501029265433,6.1937267207933635
target,0,0.1843687374749499,23.878871611064586,757.66333008144,9.126646406849636,23.17932049020183,835.0669902270023,9.306131029555173
target,0,0.18837675350701402,22.837138880339882,778.7022429694136,12.49767609504236,23.271283408030758,594.9786707799456,12.250741204077453
target,0,0.19238476953907813,23.27131031263066,802.1121890467132,11.342776978671989,22.370122389830435,886.9232226509987,11.356412965057828
target,0,0.19639278557114226,24.3964238345453,820.2303244769453,7.85462662498664,24.277631327626686,774.8660265318088,7.502634514954318
target,0,0.2004008016032064,24.487791568573932,833.8185048071106,7.264859469411682,23.987770051449868,845.5869181267846,6.968178504549362
target,0,0.20440881763527052,23.437941446275428,850.0519743298483,10.159698717050906,23.65398477200363,856.966873368086,9.791464808805559
target,0,0.20841683366733466,22.763569211458332,871.7606631150614,12.186715546016382,22.478339621755413,939.4203407518525,12.122419515363775
target,0,0.2124248496993988,23.392082679197458,893.9775720541737,10.711409042806105,22.732826910803997,874.7669760686466,11.143730832352539
target,0,0.21643286573146292,24.267205724148038,911.7381415615014,8.237274932709123,24.25146898848362,863.0627488617126,9.544004882327224
target,0,0.22044088176352702,24.108281623656584,926.8669462492903,8.311348982911941,24.347458786732005,1020.0391459522968,8.389440065159404
target,0,0.22444889779559116,23.162748278171215,944.6599549482615,10.5929925168926,23.19989097438376,774.9361891433962,10.0373237108618
target,0,0.2284569138276553,22.74917173311886,966.302328268773,11.810785545156774,22.91806967275117,967.7621168293905,12.332073704499546
target,0,0.23246492985971942,23.36485963620914,987.8052561558684,10.54806112882395,23.01065914523283,891.0378454460376,10.424110820841639
target,0,0.23647294589178355,24.01201446094983,1006.0034957995849,8.862135030799639,23.809462633778907,951.330230046234,8.589904219632022
target,0,0.24048096192384769,23.777790562512642,1022.6059584962535,9.076750260561424,23.402293913196516,1166.9938438129511,9.163227327494774
