AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,INTC
0.29870207525899756,0.175870469166795,0.10786134601674474,0.11773483049952657,0.0,0.2998312790579361,0.0,0.0
0.2993678651399076,0.0,0.2532998947953529,0.14755235622742413,0.0,0.29977988383731535,0.0,0.0
0.29951932661700514,0.06452920732043094,0.24745871424176377,0.01389720645095327,0.0,0.2997872089981746,0.0,0.07480833637167218
0.2998122522488381,0.12454343516711218,0.10461742875328096,0.011971079834764236,0.0461882367176965,0.2999851170151631,0.0,0.112882450263145
0.29979737702865017,0.29808862258186725,0.015537005921951943,0.0,0.0,0.29994246150357234,0.0,0.0866345329639583
0.29282326132947223,0.2987793180029266,0.0,0.0,0.0,0.29993783051525463,0.0,0.10845959015234659
0.2929038720589753,0.29911404224826765,0.0,0.0,0.0,0.28949745026378504,0.0,0.11848463542897203
0.2923587444303526,0.29908008912234474,0.0,0.0,0.0,0.23410163244962823,0.0,0.1744595339976744
0.25439374816340243,0.29875452821192294,0.0,0.0,0.0034271309432478817,0.2974498570021412,0.14597473567928554,0.0
0.29604830728171055,0.2474082390614886,0.0,0.0,0.0,0.2972907845018789,0.08034189249958397,0.078910776655338
0.29605760497654354,0.2613502198487447,0.09236577048829808,0.0,0.0,0.2996108465112086,0.0,0.05061555817520508
0.2999234512216859,0.2658361315215883,0.08386091025138709,0.0,0.0,0.29960975094807407,0.0,0.05076975605726465
0.28324175564492127,0.2385380811057771,0.12846459853317493,0.0,0.0,0.29913447248017433,0.0,0.05062109223595242
0.28327064358355486,0.07153886399084088,0.28986130147688033,0.0,0.0,0.2999874987177901,0.0,0.05534169223093377
0.15737563063948418,0.16968092333975657,0.2999970701245613,0.0,0.0,0.2998252762739079,0.0,0.07312109962229014
0.16611123547426307,0.1696760929743916,0.299990289701571,0.0,0.0,0.06432959364828245,0.0,0.2998927882014919
0.23257406754722268,0.11038655154469892,0.29992691017709916,0.0,0.0,0.29975689013446205,0.0,0.05735558059651717
0.23253628591879305,0.11510362407983053,0.29993890745091506,0.0,0.0,0.29972551520589585,0.0,0.05269566734456552
0.23508724815566803,0.11513888264068389,0.29991626423222056,0.0,0.0,0.2976435645586314,0.0,0.05221404041279608
0.2987399666612198,0.0634184422193605,0.299042202596722,0.0,0.0,0.2786635180158071,0.0,0.060135870506890766
0.2995250870651258,0.0,0.2999976862007929,0.0,0.0,0.2956694966646615,0.0,0.10480773006941967
0.29940064927898663,0.0,0.2988025015262981,0.0,0.0,0.23124909173403466,0.0,0.17054775746068065
0.2998611266747371,0.0,0.2986822441947577,0.0,0.0,0.2708489797115486,0.0,0.13060764941895667
0.2983033177649321,0.0,0.29888682074880424,0.0,0.0,0.2668008521029847,0.0,0.1360090093832791
0.2983393359728376,0.0,0.2831635671978991,0.0,0.0,0.2633686349199253,0.0,0.155128461909338
0.2983388416422551,0.0,0.2831611180179804,0.0,0.0,0.26528226546435657,0.153217774875408,0.0
0.2998341237582923,0.0,0.25936554894847547,0.0,0.0,0.2652808062826625,0.1755195210105698,0.0
0.29923784492725863,0.0,0.1788965704332676,0.0,0.0,0.26439507269618406,0.2574705119432898,0.0
0.29992174222190293,0.0,0.1243937758693574,0.0,0.0,0.2757651394848616,0.29991934242387813,0.0
0.29995364796171065,0.0,0.13327712183614526,0.0,0.0,0.2993749369847558,0.2673942932173882,0.0
0.29999940674648257,0.0,0.08090351504375053,0.0,0.0,0.2930100167930929,0.29103622880820823,0.03505083260846579
0.29999221588302444,0.0,0.06993917088011727,0.0,0.0,0.29728513448279775,0.29928116455955994,0.0335023141945005
0.29904200698081507,0.0,0.08317536997502792,0.0,0.021017033147689042,0.2980373756827958,0.2987282142136722,0.0
0.29967596977332145,0.0,0.06312465512579335,0.0,0.04117055493192458,0.29723628649319567,0.29879253367576497,0.0
0.284347324216933,0.0,0.06588084046283038,0.0,0.05271498516799494,0.29947843671504565,0.2975784134371961,0.0
0.11971058564396538,0.0,0.0,0.0,0.2999778279119175,0.29954276268578517,0.280768823758332,0.0
0.0,0.002179293234972326,0.10186495151919678,0.0,0.29971856399415014,0.29990395255954283,0.2963332386921381,0.0
0.0,0.052089302635338675,0.1200569776993853,0.0,0.2971067191841727,0.29739256994870017,0.2333544305324032,0.0
0.09974462698494828,0.0,0.11518217590748742,0.0,0.2517436829847819,0.2999999818258851,0.2333295322968972,0.0
0.09993868825977466,0.0,0.08158205232605355,0.0,0.2869786870318668,0.29999520291564374,0.23150536946666128,0.0
0.15451733687739064,0.0,0.009842840123033221,0.0,0.29991200868216183,0.299996809034587,0.23573100528282728,0.0
0.262335222924162,0.0,0.009359201319160206,0.0,0.2999079320798355,0.2846632041545397,0.1437344395223026,0.0
